id,predicted_pages
5923,"['最短路問題', '短路', '路', '問題', '數學', '算法']"
4212,"['基因工程', '生物技術', '細胞', '工程', '基因', '生物']"
8004,"['臺中市私立曉明女子高級中學', '臺中市', '中學', '班級']"
7592,"['花椒', '揮發性', '物質']"
13692,"['臺南車站', '臺灣', '鐵路車站', '日治時期', '東區_(臺南市)']"
5834,"['卡爾·馬克思', '馬克思·多爾穆瓦站', '格魯喬·馬克思', '馬克思主義', '海因裏希·馬克思', '資本論', '馬克思主義政治經濟學', '政治經濟學']"
2568,"['明憲宗', '商輅', '李賢_(大學士)', '土地']"
10650,"['臺北市幹線公車', '臺北市']"
11319,"['九重山', '中嶽_(九重山)', '九重', '日本', '九州_(日本)', '本土']"
7416,"['聖彼得堡', '俄羅斯', '人', '俄羅斯人', '人口', '俄羅斯人口', '城市']"
11412,"['高句麗', '詞_(文學)', '漢書', '漢書·地理志', '地理志', '志', '漢']"
3652,"['埃爾熱', '小說', '丁丁歷險記_(電影)', '丁丁_(丁丁歷險記)', '如今', '歐洲']"
6087,"['生命', '個體', '域_(生物)', '真核生物', '界_(生物)', '核', '生物', '法']"
11978,"['南部非洲', '納米比亞', '非洲', '南非', '1990年', '年', '國家', '首都', '城市']"
12004,"['客家菜', '菜', '油', '重口味']"
12518,"['臺灣日治時期', '臺灣', '日治時期', '新富町']"
12210,"['彼得·柴可夫斯基之死', '彼得·柴可夫斯基', '彼得·柴可夫斯基與強力集團', '彼得·柴可夫斯基之死', '鮑里斯·柴可夫斯基']"
7655,"['穀神星', '彗星', '羽毛']"
12850,"['昭和', '時代', '武將', '小早川正平', '鳶_(小說)']"
10428,"['蜘蛛', '蛛形綱', '馬陸', '自我', '防衛']"
13925,"['啓示錄', '新約聖經', '聖經', '作品']"
11610,"['達卡', '首都', '城市', '三角洲', '恆河', '恆河三角洲', '東巴基斯坦', '巴基斯坦', '東']"
10545,"['象山', '臺北市', '北海岸', '山形', '象', '大象_(年號)']"
12631,"['Only_You_只有您', 'You', 'You_were.../BALLAD', '劇集', '香港電視廣播', '香港', '電視廣播有限公司', '電視', '公司', '2011無線節目巡禮']"
7505,"['林登·約翰遜', '林登·約翰遜太空中心', '林登·B·約翰遜號驅逐艦', '林登·約翰遜總統圖書館暨博物館', '安德魯·約翰遜', '鮑里斯·約翰遜', '約翰·J·克里滕登', '小瓢蟲·約翰遜', '總統', '美國']"
4827,"['潮州市', '市轄區_(中華人民共和國)', '市', '區_(中華民國)', '州', '縣_(中華民國)', '文化']"
4722,"['張五常', '五常', '經濟學家', '中國大陸', '中國', '推出_(範疇論)', '大災難', '批評']"
12562,"['南興_(宜蘭縣)', '臺灣東部', '臺灣', '東部', '南興村', '安朔村', '人']"
5763,"['卡爾·馬克思', '馬克思·多爾穆瓦站', '格魯喬·馬克思', '馬克思主義', '海因裏希·馬克思', '馬克思主義政治經濟學', '資本論', '政治經濟學', '批判', '概念']"
13615,"['釋迦牟尼', '佛', '悖論', '爪', '志', '問題', '理論']"
8145,"['明朝', '賈繼之', '朝廷']"
9629,"['臺南市政府消防局', '臺南市政府', '臺南市', '消防局', '安平區']"
11609,"['達卡', '東巴基斯坦', '巴基斯坦', '東', '首都']"
13368,"['王小波', '心臟病']"
4128,"['坦克人', '坦克', '天安門', '事件', '象徵', '示威', '王維', '前線', '2006年', '紀錄片']"
9771,"['葡萄', '西方', '葡萄酒']"
12045,"['臺南市立圖書館總館', '臺南市政府', '臺南市', '政府', '臺南市立圖書館', '圖書館', '永康區', '1月2日', '日']"
4657,"['汞', '合金', '材料', '銀', '熒光', '焰', '火焰_(惡意軟件)', '可見光', '光']"
11474,"['美麗島事件', '美麗島', '1979年', '事件', '二二八事件', '警民衝突']"
10269,"['國立臺灣藝術大學應用媒體藝術研究所', '臺灣藝術', '國立臺灣藝術大學', '藝術', '研究所', '臺灣', '碩士', '2000年']"
2105,"['宋高宗', '宋徽宗', '南宋', '皇帝', '父親', '北宋']"
783,"['海星', '動物']"
3053,"['全羅北道', '道_(行政區劃)', '羅', '首府', '一·二八事變', '州']"
13400,"['臺灣地方特色產業', '臺灣', '產業', '產品']"
8704,"['2010年臺北國際花卉博覽會', '2010年', '臺灣', '國際園藝博覽會']"
9211,"['中山樓_(臺北市)', '臺北市_(省轄市)', '陽明山_(消歧義)', '中華民國']"
6381,"['大豆', '亞洲人', '亞洲']"
1726,"['美國', '大學']"
2291,"['剛果民主共和國', '陸地', '非洲', '馬格里布', '北非', '半總統制', '總統制', '總統', '共和國_(俄羅斯)']"
3293,"['樂山大佛', '大佛', '世紀']"
1353,"['蔡元培', '元培', '庶吉士', '翰林院', '中華民國']"
7078,"['臺南市七股區後港國民小學', '七股區', '臺南市', '七股_(臺南市大字)', '小學', '日治時期']"
12897,"['視力障礙', '視力', '人']"
11451,"['值_(電腦科學)', '數學常數', '常數', '物理常數', '1937年', '1937', '年', '保羅·狄拉克', '物理學家', '宇宙']"
11408,"['蚵仔麪線', '麪條', '豬大腸', '過程', '比例']"
8345,"['玩具', '八片魔板']"
1193,"['歐洲民族', '民族國家', '歐洲', '民族', '地區', '語言', '人']"
9786,"['集合論', '數學', '集合_(數學)', '代數', '概念', '公式', '語言', '數', '關係_(數學)']"
14367,"['信義區_(臺北市)', '臺北醫學大學', '臺北', '北醫', '醫學院', '醫院', '臺北醫學大學附設醫院', '臺北市', '臺北市立萬芳醫院', '萬芳_(消歧義)']"
2526,"['礦物', '溫度', '化學性質', '物理性質']"
13272,"['納粹大屠殺', '納粹', '屠殺', '環節_(組織)', '人類', '安眠藥', '狀態']"
794,"['液體', '浸潤']"
11579,"['西寧市', '青海省_(中華民國)', '東部', '絲綢之路', '歷史']"
9646,"['基輔', '列梅希夫卡_(亞戈京區)', '烏克蘭', '基輔州', '州_(烏克蘭)']"
11655,"['莊心妍', '2012年', '音樂']"
10328,"['男性', '示威', '綽號', '坦克人', '坦克', '1989年', '1989', '年', '長安街', '中國人民解放軍']"
3798,"['隋書', '昭武九姓', '昭武', '姓', '祖先', '月氏', '小國', '國']"
10894,"['大武崙砲臺', '大武崙', '安樂區', '基隆要塞', '基隆市', '情人湖', '臺灣', '司令部', '要塞']"
977,"['太陽風', '磁層', '地球', '極光', '磁場', '緯度']"
12141,"['自動櫃員機', '約翰·謝菲爾德巴隆', '謝菲爾德', '約翰·肯尼迪', '約翰·弗裏茨獎', '約翰·恩瑟·李特爾伍德', '約翰·額巴迪·韋斯特伍德']"
10838,"['新民大酒店', '新民', '酒店', '新民晚報', '類型', '房間']"
11108,"['香港教育大學', '師範教育', '教育', '香港教育', '香港', '大學']"
12601,"['大豆', '種子', '蛋白質', '東亞', '植物']"
10385,"['1992年', '小行星5752', '山梨縣', '東部', '小行星', '行星']"
9431,"['倉頡輸入法', '蔣緯國']"
3468,"['蛋白質組', '蛋白質', '集合', '即時聚合酶鏈式反應', '聚合酶鏈式反應', '聚合', '酶', '反應', '信息']"
10388,"['1992年', '小行星5752', '山梨縣', '東部', '小行星', '行星']"
12573,"['江西省_(中華民國)', '徽州', '婺源州', '文化', '東北', '東北部_(越南)']"
13491,"['對馬機場', '機場', '長崎縣', '江山_(政治人物)']"
3847,"['五胡十六國', '胡', '六國_(諸侯國)', '國', '劉聰', '帝', '晉懷帝', '懷帝', '永嘉_(西晉)', '永嘉之亂']"
6065,"['1970年代', '年代', '均勻碼理事會', '目標', '1984年', '1984', '年']"
9689,"['臺灣', '小學校_(臺灣)', '日本時代', '日本', '時代', '小學', '學校', '臺北市_(州轄市)', '樺山町', '臺灣美術展覽會']"
240,"['病理學', '疾病', '機體']"
10729,"['乙炔', '英國', '廚師', '愛德·戴維', '艾德蒙·希拉里']"
5164,"['梅克倫堡_(1945年—1952年)', '波美拉尼亞', '西波美拉尼亞', '德國', '東北', '東北部_(越南)', '海', '馬克·烏特', '烏克馬克']"
14396,"['劉旭_(1960年4月)', '人', '泰國', '政治人物', '代表']"
11483,"['巴格達', '北非', '阿拉伯語', '西亞', '語言']"
11453,"['物理常數', '數學常數', '常數', '1937年', '1937', '年', '保羅·狄拉克', '化學家', '化學', '宇宙']"
1417,"['奧德賽', '伊利亞特', '史詩', '古希臘', '荷馬', '希臘', '傳說_(Raidas專輯)', '詩人']"
14120,"['比利時', '天文學家', '1998年', '年', '行星', '太陽']"
4031,"['分類學', '牛亞科', '動物', '親屬', '族']"
12134,"['趙憬', '渭州_(北魏)', '唐朝', '隴西縣', '隴西', '人']"
127,"['非營利組織', '組織', 'NPO_channel']"
4607,"['高行健', '公民', '德國', '戲劇', '藝術', '小說', '道路', '諾貝爾獎']"
12407,"['中西區_(臺灣)', '中西_(臺灣)', '西區_(嘉義市)', '北區_(臺中市)', '北', '公園路_(臺南市區)', '臺南市', '南市區_(上海市)', '南', '市區']"
13608,"['宜蘭縣', '1950年', '臺北縣', '臺北', '縣']"
10261,"['風', '雞', '美國', '重要文化財']"
14014,"['斯科訥', '斯科訥省', '瑞典', '南部', '人口', '人']"
14089,"['李大林', '民', '百姓_(姓氏)', '銀', '清朝', '浙江人', '人']"
13783,"['勸修寺', '豐臣氏', '醍醐天皇']"
7506,"['林登·約翰遜', '林登·約翰遜太空中心', '林登·B·約翰遜號驅逐艦', '林登·約翰遜總統圖書館暨博物館', '安德魯·約翰遜', '小瓢蟲·約翰遜', '鮑里斯·約翰遜', '基恩·約翰遜', '約翰·J·克里滕登', '美國']"
2846,"['德川家康', '江戶', '幕府']"
10411,['發展']
5257,"['第二國際', '1889年', '年', '巴黎', '罷工', '組織', '國際', '工人鬥爭', '武器']"
12019,"['臺北市立高中校長遴選爭議', '臺北', '2015年', '事件']"
1495,"['伊斯蘭教法', '法律', '人民', '行爲', '伊斯蘭教', '伊斯蘭教聖書']"
12313,"['萬壽臺公寓', '松林市', '金日成', '公寓']"
12303,"['苗族蒙人', '王寶', '苗族', '法國', '兩國', '國', '蒙人', '越南', '少數民族']"
9347,"['臺北市私立延平高級中學', '臺北市', '延平', '中學', '男女', '銀色·性·男女', '班']"
14093,"['神道', '道教', '神', '信仰', '人', '2016年', '2016', '日本', '國內', '信徒_(歌曲)']"
510,"['歐內斯特·勞倫斯', '物理學家', '美國', '歐內斯特·勞倫斯', '勞倫斯', '歐內斯特·沃爾頓', '珍妮佛·勞倫斯', '勞倫斯·薩默斯', '勞倫斯·奧利維爾', '勞倫斯·費許朋']"
11470,"['美麗島事件', '美麗島', '事件', '二二八事件', '警民衝突']"
13751,"['臺中市立福科國民中學', '福林路_(臺北市)', '臺中市', '臺中市政府', '政府', '2007年']"
11740,"['普羅米修斯', '親屬', '人類']"
12183,"['臺灣窗弄蝶', '臺灣', '仁愛鄉', '南投縣']"
6254,"['歐洲民族', '歐洲', '民族', '印歐語系', '語言', '卡拉伊姆人']"
1980,"['管致中', '1949年']"
9645,"['荷蘭', '列梅希夫卡_(亞戈京區)']"
4202,"['煎餅餜子', '煎餅_(日本)', '小喫']"
7317,"['汝州站', '汝州市', '火車站_(南寧軌道交通)']"
11420,"['三臺尊勝寺', '尊勝寺', '中國']"
9847,"['童魘', '神仙·老師·狗', '學生', '精神病院']"
1832,"['美國電影學會', '馬龍·白蘭度', '馬龍·馬利奧·白蘭度·達·施維拉', '年', '演員', '一·二八事變']"
9561,"['性工作者', '性工作者2：我不賣身·我賣子宮', '我', '性工作者2：我不賣身·我賣子宮', '性工作者2：我不賣身·我賣子宮', '子宮', '黃大仙區', '黃大仙_(香港地方)', '電影']"
2606,"['阿斯泰·妮爾森', '丹·卡斯泰拉內塔', '20世紀', '世紀', '丹麥', '影片', '深淵']"
10387,"['1992年', '小行星5752', '日本', '小行星', '行星']"
10068,"['茶花女_(1994年電影)', '小仲馬', '仲馬', '名', '小說', '朱塞佩·威爾第', '威爾·史密斯', '歌劇']"
570,"['成龍', '好萊塢', '成功', '中國', '演員', '電影', '美國', '票房']"
13720,"['勞動黨', '臺灣', '政黨', '1989年', '1989', '現任']"
8194,"['李祖德', '臺北市', '臺北醫學大學', '經營者']"
13008,"['拉薩魔術師', '漫畫', '恐怖漫畫']"
9616,"['空軍', '步兵', '攻勢']"
11888,"['德州儀器', '德克薩斯州', '總部', '1951年', '半導體']"
10151,"['藝術科學城', '西班牙', '地區', '設計師', '聖地牙哥·卡拉特拉瓦']"
12655,"['海星', '口腔']"
1557,"['愛丁堡大學', '愛丁堡']"
655,"['燕山大學', '燕山_(消歧義)', '河北省人民政府', '河北省', '人民政府', '教育部', '部', '國家國防科技工業局', '四方', '全國重點大學']"
5473,"['HPUX', 'IBM', 'IBM_PC', 'IBM_PC兼容機', 'IBM_PC_DOS', 'IBM_XIV_儲存系統', 'IBM_POWER微處理器', 'IBM_5100', 'IBM_System_i', 'IBM_PC_AT']"
12064,"['臺灣', '臺灣窗弄蝶', '窗']"
12663,"['911_(消歧義)', '中國', '藍隊', '美國']"
13370,"['北冰洋', '島嶼', '世界', '北美洲', '加拿大', '北']"
14042,"['鳥', '世界鳥類學家聯合會', '物種', '食物', '鳥類學', '體型', '大小', '鴕鳥', '吸蜜蜂鳥', '蜂鳥']"
5360,"['天衛三', '面_(幾何)', '撞擊坑']"
7941,"['熱帶', '氣候', '咬鵑科', '絨羽']"
11024,"['中華民國', '中華民國文化部', '文化部', '機構', '國立臺灣文學館', '臺灣', '臺灣文學', '文學', '臺南市', '中西區_(臺灣)']"
6934,"['龍之子製作', '龍', '子', '再造人卡辛', '1993年']"
3252,"['夸克', '電荷']"
11673,"['巴格達', '伊拉克', '城市', '美索不達米亞', '平原']"
4791,"['李安', '李·安克里奇', '潮州鎮', '屏東縣', '潮州_(大字)', '人', '臺灣', '導演']"
10181,"['粘割斡特剌', '斡特剌', '金朝', '金', '馬丁·路德·金', '朝', '芮國']"
4869,"['家牛', '人類', '文化', '地區', '象徵', '1949年', '尼泊爾', '法律']"
6652,['殖民地']
13621,"['2015年美國網球公開賽女子單打比賽', '2015年', '美國網球公開賽', '弗拉維婭·佩內塔', '2015年美國網球公開賽', '冠軍']"
13578,"['成龍', '香港', '小學', '性格', '父親', '一年級', '一年級·畢業季', '一年級·大學季']"
1585,"['果實', '人類', '草莓', '果', '物']"
12966,"['驪姬', '申生', '晉國', '太保']"
6954,['花蓮縣']
10562,"['2010年', '拉巴斯縣', '拉巴斯_(印地安納州)', '人口', '人']"
13726,"['泰國', '曼谷', '王', '拉瑪一世', '拉瑪_(泰國國王)', '斯瓦米·拉瑪', '海蒂·拉瑪', '世', '鄭昭', '緬甸']"
14183,"['美洲', '馬耳他', '官方語言', '英語', '特洛伊', '特洛伊：木馬屠城', '權力的遊戲', '權力', '遊戲']"
13697,"['臺南車站', '日治時期', '東區_(臺南市)', '臺灣', '鐵路車站']"
5241,"['1867年', '芝加哥', '公立大學', '大學', '香檳', '厄巴納_(伊利諾伊州)']"
6962,"['全買', '買', '臺灣', '長頸鹿', '代表', '象徵', '球場']"
10776,"['百家姓', '何姓', '姓', '長江流域', '長江', '流域', '東北', '東南', '區']"
10223,"['維克多·雨果', '維克多·雨果大街_(巴黎)', '維克多·雨果故居', '維克多·雨果路_(里昂)', '維克多·雨果站', '維克多·雨果博物館', '維克多·雨果出生地故居', '維克多·雨果廣場_(貝桑松)', '雨果_(電影)', '巴黎']"
3373,"['泰坦尼克號_(1997年電影)', '斯卡帕灣']"
9197,['統計力學']
10583,"['黔中之戰', '戰國時代_(日本)', '戰爭', '秦', '軍', '楚國']"
11263,"['切諾河', '意大利', '亞平寧山脈', '全長']"
11864,"['臺北基督學院', '關渡大橋', '基督學院', '2012年', '2012', '臺灣', '博雅教育', '聯邦教育部', '教育部']"
4230,"['20世紀', '世紀', '納米比亞', '本土', '獨立']"
3181,"['宋教仁', '國民黨_(1912年)', '中華民國', '辯論']"
4203,"['煎餅餜子', '煎餅_(日本)', '小喫']"
11491,['研究所']
11937,"['懷化市', '湖南省_(中華民國)', '1997年', '市', '森林覆蓋率']"
13790,"['倪尚達', '上海人', '人', '1921年', '1921_(2021年電影)', '美國', '麻省理工學院', '1925年', '9月17日']"
6994,"['坡度', '指標', '汽車', '汽車理論']"
13059,"['M.2', 'M', 'M_vs_M_下半場及M_vs_M_總決賽', 'M_vs_M_上半場', 'M_Countdown特別活動', '模組', '形狀', '學名', '金手指_(小說)', '手指']"
13145,"['紅燒乳鴿', '鴿子_(專輯)']"
14151,"['奄蔡', '遊牧']"
1283,"['北冰洋', '深度', '洋', '世界']"
13022,"['真善美', '臺北市立東湖國民中學', '東湖_(臺北市)', '臺北', '校長', '神仙·老師·狗', '教學_(電子遊戲)', '人文']"
4328,"['中國', '馮端', '中國人', '化學', '化學性質', '晶體']"
11899,"['1867年', '香檳', '法國', '學生', '美']"
3348,"['燕山大學', '面積', '燕山_(消歧義)', '省部共建', '大學', '河北省_(中華民國)']"
3858,"['藥物', '疾病', '精神狀態', '精神', '化學物質', '化學', '天文學']"
7806,"['德魯大學', '1867年', 'J·D·德魯', '新澤西州', '大學']"
13651,"['倫敦市長', '2016年倫敦市長選舉', '倫敦市', '2016年', '倫敦', '人', '保證金']"
1420,"['荷馬', '詩人', '歷史_(希羅多德)', '奧德賽', '史詩', '古希臘', '希臘', '伊利亞特']"
11664,"['奧地利王位繼承戰爭', '奧地利', '王位繼承戰爭', '戰爭', '七年戰爭', '美國獨立戰爭', '美國', '獨立戰爭', '英國', '軍官']"
13930,"['委託模式', '委託', '設計模式_(計算機)', '模式']"
9015,"['盧卡斯·赫賈', '場', '位置', '後衛']"
10193,"['溫州大學', '1984年', '大學']"
7895,"['蟲川大杉車站', '國家', '車站', '新潟縣', '上越市']"
1150,"['木乃伊', '外科學', '頭', '科學']"
11728,"['托馬斯·潘恩', '潘恩', '克里斯·潘恩', '托馬斯·蒙塔古', '地方']"
9305,"['祕書_(消歧義)', '祕書長', '聯合國祕書處', '聯合國', '長官', '閣下']"
106,"['樂山大佛', '大佛', '唐朝']"
11650,"['莊心妍', '創作歌手', '歌手', '2012年', '音樂']"
9273,"['紹興市', '杭州灣', '浙江省', '南岸', '行政區劃', '省_(行政區劃)', '中華人民共和國']"
8368,"['夫人', '單身', '女性', '尊稱']"
13944,"['藍隊', '保守主義', '中美關係', '中美']"
9274,"['紹興市', '杭州灣', '浙江省', '岸', '行政區劃', '省_(行政區劃)', '一級行政區', '中華人民共和國']"
2269,"['天衛四', '面_(幾何)', '地形', '彗星', '小行星', '行星', '坑洞']"
10446,"['千歲町', '臺灣日治時期', '區_(臺灣日治時期前中期)', '臺灣', '日治時期', '北臺灣', '北']"
116,"['非營利組織', '組織']"
9803,"['慕容復', '形象', '差異_(哲學)']"
2510,"['電子陶瓷', '陶瓷', '電']"
3978,"['傳播史', '廣播', '世界']"
2593,"['亞洲歷史', '亞洲', '歷史', '中國', '特徵', '三國', '時代', '魏晉南北朝', '南北朝', '亂世']"
6773,"['南北朝', '皇帝', '梁武帝', '梁_(南朝)']"
9404,"['蝶戀花', '蝶戀花·答李淑一', '梁武帝', '梁_(南朝)', '後代']"
2802,"['2014年', '京杭大運河', '大運河', '運河', '大江', '世界遺產']"
13073,"['2022年', '年', '斯里蘭卡', 'COVID19_疫情對女性教育的影響', '戰爭']"
1574,"['杉崎由綺琉', '天使怪盜', '1997年', '角川書店', '書店', '漫畫雜誌', '盜']"
13158,"['火災', '2016年', '臺東縣消防局', '組織']"
7441,"['字', '星海', '宋潢_(嘉慶壬戌進士)', '山東省_(中華民國)', '人', '清朝', '政治人物']"
5292,"['程序', 'PC_Engine', 'PC_Engine_GT', 'Java_ME', '設備', '產品']"
3989,"['昆蟲', '體', '身體', '體節', '節_(單位)', '肢']"
13376,"['國定古蹟', '古蹟', '龍山寺']"
7648,"['政治家', '阿卜杜勒·法塔赫·伊斯梅爾', '阿卜杜勒侯賽因·哈茲爾', '阿卜杜勒·馬吉德·米爾扎', '薩達姆·侯賽因', '侯賽因·本·阿里', '阿卜杜勒侯賽因·米爾扎·法爾曼法爾馬', '卡姆朗·米爾扎·納伊卜·薩爾坦納', '父親', '1859年']"
7457,"['法耶茲·薩拉傑', '利比亞', '薩拉姆·法耶茲', '費薩爾·法耶茲', '經歷']"
10479,"['千與千尋', '電影', '回應', '2002年', '2002', '年', '總統']"
1651,"['國際勞動節', '勞動節', '工人', '工作', '數', '警察', '乾草市場']"
11670,"['奧地利王位繼承戰爭', '奧地利', '王位繼承戰爭', '戰爭', '日俄戰爭', '美國獨立戰爭', '美國', '獨立戰爭', '英國', '軍官']"
14274,"['東南大學', '江蘇省_(中華民國)', '東南', '私立大學', '大學']"
2189,"['人類演化', '演化', '學說', '人類', '黑猩猩', '祖先']"
5383,"['金朝', '國號']"
10407,"['老三臺', '戒嚴', '發展']"
6502,"['2019年', '智庫', '世界', '報告', '東京']"
565,"['荷馬', '古希臘', '希臘', '眼', '吟遊詩人', '史詩', '荷馬史詩', '奧德賽', '伊利亞特']"
4224,"['人類', '宗教', '哲學', '自然', '現象', '工具', '物種', '人', '好奇']"
13845,"['1967年', '天主教會臺灣地區主教團', '天主教會', '主教', '臺灣地區', '臺灣', '地區', '主教團', '總部', '臺北市']"
10000,"['赫爾辛基大學', '赫爾辛基', '芬蘭', '天文學家', '小行星', '行星']"
7538,"['加布艾萊西島', '海', '無人島', '蘇格蘭', '海拔', '高度', '面積']"
12213,"['彼得·柴可夫斯基之死', '彼得·柴可夫斯基', '彼得·柴可夫斯基與強力集團', '彼得·柴可夫斯基之死', '鮑里斯·柴可夫斯基']"
7426,"['盧卡斯·迪奧多斯基', '盧卡斯·波多爾斯基', '盧卡斯·巴里奧斯', '盧卡斯·奧坎波斯', '最近_(專輯)', '足球']"
10878,"['襪子', '鞋']"
10740,"['多明尼加', '領土']"
8572,"['史考特·朗恩', '麥可·史考特', '雷利·史考特', '西恩·威廉·史考特', '克莉斯汀·史考特·湯瑪斯', '史考特·普魯特', '蒙哥馬利·史考特', '史考特·詹森', '史考特·米蘭', '南極洲']"
11432,"['威廉·莎士比亞', '約翰·莎士比亞', '悲劇', '劇作家']"
13796,"['石原慎太郎', '東京都']"
7175,"['南區', '臺中_(大字)']"
2960,"['蒂姆·伯頓', '蒂姆·賴斯', '蒂姆·伯納斯李', '伯頓', '美國', '電影導演']"
14190,"['海淀區', '地名', '馬神廟', '袁崇煥', '祖大壽']"
9574,"['自貢市', '鹽業', '城市']"
3942,"['蠟筆小新', '臼井儀人', '作者']"
12332,"['超現實主義', '巴黎', '法國', '藝術', '歐洲']"
8118,['跑道']
8616,"['簡炳墀', '松柏塱', '練馬師', '東港', '現在', '圍村', '村長']"
11124,"['美國', '民主黨_(美國)', '籍', '希拉里·克林頓', '希拉里', '克林頓', '切爾西·克林頓', '丈夫', '德國', '總統']"
10542,"['象山', '北臺灣', '北', '臺灣', '山形', '象', '大象_(年號)']"
11509,"['物', '皮膚_(電腦)', '自我', '自我傷害']"
8875,"['陳其昌', '人權']"
5505,"['九州縹緲錄', '九州', '江南_(小說家)', '小說家', '小說', '背景', '九州·天空城II', '九州·天空城', '世界']"
9978,"['臺中市政府原住民族事務委員會', '臺灣原住民族', '臺中市政府', '臺中市', '臺灣', '原住民', '政府']"
10382,"['開放平臺', '介面', '行爲']"
1517,"['突變', '細胞', '癌細胞', '基因組']"
9623,"['臺中盆地', '盆地', '海水', '臺灣']"
11919,"['南美洲', '祕魯', '官方語言', '西班牙']"
2450,"['三角函數', '數學', '三角學', '三角形', '邊_(幾何)', '三角']"
5193,"['亞裔美國人', '美國人', '家庭', '移民', '1965年', '美國', '定義']"
12423,"['呂保維', '中國人', '中國']"
11575,"['西寧市', '青海省_(中華民國)', '東部', '絲綢之路_(NHK紀錄片)', '地']"
8354,"['侯孝賢', '傳奇_(小說)', '武俠_(電影)', '金馬獎', '劇情片']"
11169,"['天津經濟技術開發區', '1984年', '國家級經濟技術開發區', '渤海灣', '渤海', '海灣']"
1900,"['人生', '長者學苑', '學習']"
11879,"['歐特·列普蘭', '職業']"
256,"['病理學', '疾病']"
14008,"['被子植物', '禾本科', '科', '麥', '人類', '信仰']"
1067,['單片機']
13007,"['拉薩魔術師', '小說', '作者', '恐怖小說']"
5485,"['太平洋', '北', '邦', '美國']"
6714,"['銀', '金', '光澤_(礦物)', '金屬', '投資型硬幣', '硬幣']"
11057,"['臺北市', '總部', '中山區_(臺北市)', '社會民主黨', '公民組合', '組織']"
8417,"['法務部矯正署', '土城區', '新北市', '法務部矯正署臺北少年觀護所', '臺北']"
13337,['邏輯編程']
9972,"['西安理工大學', '1949年', '西安市']"
13083,"['2020年', '中年', '女性', '牛烏水塘', '楊貴妃', '王朝的女人·楊貴妃', '貴妃', '唐朝', '王朝的女人·楊貴妃']"
12128,"['卡拉', '卡拉是條狗', '路學長', '中國', '導演', '2002年']"
9919,"['南礪市', '富山縣', '車站', '越中山田站', '山田站']"
10127,"['美國在臺協會', '美國', '協會', '法律']"
2081,"['奧古斯都_(稱號)', '奧古斯都·艾迪生·古爾德', '羅慕路斯·奧古斯都', '奧古斯都·勞裏克殖民地', '奧古斯都·普金', '羅馬', '頭銜']"
12532,"['2003年歐洲歌唱大賽', '拉脫維亞', '2003年', '年', '歐洲', '歐洲歌唱大賽', '國家', '冠軍', '土耳其']"
10966,"['2011年', '阿登多夫']"
13109,"['西蒙·辛格', '薩姆·西蒙', '西蒙·格奧爾格·弗賴赫爾·馮·辛納斯', '辛格_(消歧義)', '彼得·辛格', '約翰·米林頓·辛格', '艾薩克·巴什維斯·辛格', '倫敦帝國學院', '理學學士', '學士']"
14017,"['瑞典', '南部', '人口', '人']"
14319,"['盟_(行政區劃)', '行政區_(紐約市)', '明朝', '行政區劃']"
14216,"['達拉斯龍屬', '白堊紀', '北美洲']"
12764,"['臺灣總督府', '臺灣', '總督府', '1922年', '年', '日臺共學制度', '制度']"
11398,"['膝上襪', '流行', '日本', '腿']"
11908,"['小說', '文學', '詞', '莊子_(書)', 'Novel_Friday', '長篇小說']"
9639,"['經濟學', '經濟學人', '文章']"
12403,"['中西區_(臺灣)', '中西_(臺灣)', '西區_(嘉義市)', '北區_(臺中市)', '北', '公園路_(臺南市區)', '臺南市', '南市區_(上海市)', '南', '市區']"
9641,"['經濟學', '經濟學人', '文章']"
11765,"['湯姆·克魯斯', '湯姆·班克斯', '湯姆·漢克斯', '伴侶', '單身']"
6989,"['蚩尤', '啓示', '龍虎門', '人物_(美國雜誌)', '新著龍虎門', '門_(生物)']"
357,"['中國人民解放軍武漢軍區', '中國人民解放軍', '中國', '中國人']"
10021,"['三冠王_(棒球)', '打擊率', '三冠', '全壘打']"
2489,"['劉丹', '演員', '工作']"
14246,"['臺北賓館', '日治時期', '總督']"
11271,"['臺中捷運', '1', '一·二八事變', '1992年', '四維國小', '北屯區']"
405,"['鑽石', '珠寶', '物質']"
8386,"['伊麗莎白·泰勒', '伊麗莎白', '艾莉森·伊麗莎白·泰勒', '泰勒', '伊麗莎白·凱迪·斯坦頓', '演員', '奧斯卡', '奧斯卡·埃爾南德斯']"
13101,"['小行星', '行星', '小行星10353', '桃太郎', '童話', '日本', '桃太郎_海之神兵']"
10351,"['福爾格國家公園', '挪威', '樹', '葉']"
1024,"['昆蟲', '蠶']"
9855,"['臺南市安定區安定國民小學', '安定區_(臺灣)', '安定_(大字)', '社團']"
6157,"['國民公會', '托馬斯·潘恩', '法語', '人', '托馬斯·潘恩', '克里斯·潘恩', '羅伯特·崔特·潘恩', '潘·巴奇利', '迦勒·潘恩']"
6747,"['伏爾加湖', '俄羅斯', '國']"
13017,"['比基尼泳衣', '泳衣', '比基尼環礁']"
3898,"['入聲', '音韻學', '概念', '淮劇', '方言', '韻', '部']"
